"","Id","Elevation","Aspect","Slope","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Cover_Type","wild","soil","h_fire","h_water","h_road","v_water"
"11539",11539,3003,135,1,220,238,155,"2","1","12",2088,361,4354,86
"11540",11540,2998,87,9,233,226,125,"2","1","12",2081,402,4294,87
"11541",11541,3064,5,12,205,217,149,"1","1","29",4508,604,3810,14
"11542",11542,2828,113,15,245,223,104,"5","1","29",2280,120,2903,27
"11543",11543,2717,41,16,220,203,113,"2","1","29",2190,283,907,9
"11544",11544,2902,159,18,236,241,129,"2","1","12",1917,60,3566,4
"11545",11545,2835,94,15,243,216,99,"5","1","29",2205,124,2926,34
"11546",11546,2736,125,17,246,226,103,"2","1","12",2722,175,2128,80
"11547",11547,2996,358,7,210,227,156,"2","1","29",1879,408,4661,69
"11548",11548,2787,119,19,248,220,92,"5","1","29",2250,30,2819,3
"11549",11549,2960,260,7,203,244,179,"2","1","29",1981,458,5284,40
"11550",11550,2699,350,20,179,202,157,"2","1","29",2727,108,1950,43
"11551",11551,2741,90,21,246,203,76,"5","1","29",2165,67,2774,12
"11552",11552,2691,171,24,228,242,131,"5","1","30",2335,30,2553,5
"11553",11553,2865,103,15,244,220,101,"2","1","12",1772,108,3377,26
"11554",11554,2765,324,19,170,217,185,"2","1","29",2922,60,1660,24
"11555",11555,2741,120,24,252,213,74,"5","1","29",2079,108,2836,46
"11556",11556,2994,86,10,234,224,120,"2","1","29",1538,255,4737,57
"11557",11557,2892,186,23,217,249,153,"2","1","30",1413,60,4310,17
"11558",11558,3172,79,10,233,223,121,"1","1","29",4850,474,2966,30
"11559",11559,2873,188,19,218,250,158,"2","1","30",1426,175,3890,58
"11560",11560,3054,1,16,196,209,149,"1","1","29",3627,300,3985,4
"11561",11561,2937,90,5,228,231,137,"2","1","30",1302,0,4583,0
"11562",11562,3123,63,10,229,221,124,"1","1","23",3891,216,3622,17
"11563",11563,2856,49,20,224,194,96,"2","1","29",1144,108,4224,32
"11564",11564,2800,39,15,219,206,118,"2","1","29",2579,297,1627,58
"11565",11565,3146,52,11,226,216,123,"1","1","23",4300,108,3182,4
"11566",11566,2692,103,17,247,215,91,"5","1","23",2132,0,1190,0
"11567",11567,2860,357,20,183,199,149,"2","1","29",1879,488,2773,166
"11568",11568,2641,26,12,214,214,134,"2","1","29",1588,134,780,21
"11569",11569,2739,91,10,235,225,120,"5","1","23",2343,30,1398,4
"11570",11570,2730,337,21,170,207,173,"5","1","29",2230,85,1279,18
"11571",11571,2834,319,28,138,202,199,"2","1","29",1321,258,3509,95
"11572",11572,2741,47,11,224,216,125,"5","1","23",2362,30,1416,6
"11573",11573,2962,251,14,187,249,199,"2","1","29",1744,268,5274,46
"11574",11574,2760,95,3,224,235,147,"2","1","29",2249,162,1294,21
"11575",11575,2840,97,11,239,224,114,"2","1","29",2831,360,2053,58
"11576",11576,2913,324,26,145,202,191,"2","1","29",1215,430,3578,174
"11577",11577,3030,307,17,173,228,195,"2","1","29",1209,595,5482,54
"11578",11578,2824,304,22,155,223,206,"2","1","29",914,134,3915,54
"11579",11579,3001,329,17,178,218,179,"2","1","30",1383,421,5400,85
"11580",11580,3175,10,12,207,216,145,"1","1","29",3695,700,3445,62
"11581",11581,2968,171,17,230,245,141,"2","1","29",511,430,4535,52
"11582",11582,2866,306,27,134,212,213,"2","1","29",907,210,3912,98
"11583",11583,2922,139,27,248,219,79,"2","1","30",497,283,4406,121
"11584",11584,2748,43,9,222,221,134,"5","1","23",2611,30,1657,0
"11585",11585,3004,231,13,199,252,188,"2","1","30",1328,390,5320,95
"11586",11586,3004,189,9,221,247,160,"2","1","12",1252,446,3358,101
"11587",11587,3083,29,12,216,213,131,"1","1","29",2754,85,4101,-2
"11588",11588,2855,289,21,155,232,215,"2","1","29",700,90,4119,34
"11589",11589,2882,337,9,200,228,166,"2","1","29",2704,469,2250,62
"11590",11590,2683,51,12,226,213,119,"2","1","12",1731,319,484,36
"11591",11591,3034,96,19,247,209,82,"2","1","29",2478,277,4268,-25
"11592",11592,3040,77,12,235,217,112,"2","1","29",808,285,5327,71
"11593",11593,2858,2,20,187,197,143,"2","1","29",2202,192,2701,5
"11594",11594,2878,117,10,237,231,124,"2","1","29",2663,366,2343,58
"11595",11595,2854,322,22,158,212,191,"2","1","29",618,30,4237,11
"11596",11596,2725,338,9,201,228,166,"2","1","20",2292,30,1530,0
"11597",11597,2579,247,2,215,240,162,"1","1","9",1243,283,382,-2
"11598",11598,2909,163,13,232,243,140,"2","1","29",2256,433,2724,57
"11599",11599,2735,27,7,217,224,143,"2","1","20",2411,0,1620,0
"11600",11600,3043,91,10,236,224,119,"2","1","29",721,382,5423,83
"11601",11601,2590,9,9,211,223,149,"2","1","9",1100,330,484,45
"11602",11602,2920,2,17,194,205,146,"1","1","29",424,150,4292,23
"11603",11603,3004,201,12,215,250,169,"2","1","30",904,488,5395,114
"11604",11604,2850,99,23,250,201,65,"1","1","30",124,67,4909,18
"11605",11605,2909,10,8,211,224,149,"2","1","19",1690,30,4657,3
"11606",11606,2821,356,6,210,229,157,"1","1","23",2676,0,2408,0
"11607",11607,2750,137,8,233,237,136,"2","1","20",2885,0,2003,0
"11608",11608,2766,133,9,235,236,131,"2","1","12",2218,150,1682,26
"11609",11609,2917,304,17,172,229,197,"2","1","29",1515,67,3461,19
"11610",11610,2835,324,6,204,233,168,"1","1","23",402,30,5169,-5
"11611",11611,2776,336,10,197,226,168,"2","1","23",3013,42,2268,11
"11612",11612,2711,39,6,220,227,142,"2","1","23",1215,360,999,-11
"11613",11613,2717,343,8,204,228,163,"2","1","12",1065,450,1020,4
"11614",11614,2865,18,4,217,231,152,"2","1","30",2148,30,2938,-1
"11615",11615,3106,45,14,223,208,116,"1","1","24",2707,297,3613,33
"11616",11616,2962,56,5,223,229,141,"2","1","29",1624,361,3580,54
"11617",11617,2855,154,6,227,241,147,"1","1","30",2505,108,2635,17
"11618",11618,2980,303,23,149,221,209,"2","1","29",366,541,4973,3
"11619",11619,3070,105,13,242,223,108,"1","1","30",2534,350,3743,95
"11620",11620,2867,211,8,213,248,170,"1","1","30",2291,85,2830,12
"11621",11621,2740,357,5,212,231,156,"2","1","12",953,577,1177,14
"11622",11622,3090,154,16,237,239,127,"1","1","30",2742,323,3529,66
"11623",11623,2867,288,14,178,238,199,"2","1","29",859,60,5459,8
"11624",11624,2873,29,14,214,208,126,"2","1","12",2688,268,2676,40
"11625",11625,2624,45,3,220,232,148,"2","1","9",228,0,1339,0
"11626",11626,3089,352,21,178,198,155,"2","1","29",658,218,4852,43
"11627",11627,2657,28,11,216,215,134,"2","1","23",85,201,1200,10
"11628",11628,3017,85,6,228,230,136,"2","1","30",1112,256,4224,46
"11629",11629,2928,339,12,195,223,167,"2","1","29",1392,127,3692,1
"11630",11630,3139,129,9,235,235,130,"1","1","30",3298,150,2958,30
"11631",11631,2955,315,3,210,236,164,"2","1","23",2131,379,4207,-6
"11632",11632,2909,258,16,179,248,206,"5","1","29",1524,108,5021,12
"11633",11633,2906,76,14,236,214,106,"2","1","12",2523,268,3037,42
"11634",11634,2852,3,8,209,225,153,"2","1","12",1687,331,2040,54
"11635",11635,3136,284,14,180,239,199,"2","1","29",841,576,5229,90
"11636",11636,2852,7,8,210,224,151,"2","1","12",2738,42,2826,3
"11637",11637,2903,35,9,219,220,136,"5","1","23",1767,85,4761,4
"11638",11638,2909,24,14,212,209,131,"5","1","23",1692,42,4878,8
"11639",11639,2923,250,17,180,250,206,"5","1","29",1600,120,5077,10
"11640",11640,2900,93,8,233,228,127,"2","1","12",2525,153,3090,36
"11641",11641,2921,255,9,199,246,186,"5","1","29",1842,85,4766,7
"11642",11642,2909,355,5,211,230,157,"5","1","23",1756,30,4913,-4
"11643",11643,2910,351,10,202,223,159,"5","1","23",1739,42,4943,3
"11644",11644,2911,332,11,193,225,172,"5","1","23",1724,67,4972,2
"11645",11645,2704,93,20,247,205,78,"2","1","20",525,60,1572,14
"11646",11646,2948,296,13,182,235,193,"5","1","29",1742,366,5180,40
"11647",11647,2872,111,10,237,229,122,"2","1","12",1994,242,2497,60
"11648",11648,2797,124,11,238,232,124,"2","1","30",1410,60,2223,13
"11649",11649,2949,86,12,237,221,113,"5","1","23",2106,120,4608,25
"11650",11650,2971,325,15,181,222,180,"5","1","29",1782,420,5198,45
"11651",11651,3095,61,15,231,208,106,"2","1","30",579,301,4816,33
"11652",11652,2957,69,3,223,233,145,"5","1","23",2197,60,4648,7
"11653",11653,2951,313,8,198,234,176,"5","1","29",2107,90,4827,15
"11654",11654,2992,84,6,229,229,133,"2","1","29",1537,108,3918,8
"11655",11655,3008,45,1,219,236,154,"2","1","29",2340,258,4436,49
"11656",11656,2952,294,8,197,238,181,"5","1","29",2148,67,4794,10
"11657",11657,3019,315,1,215,237,160,"2","1","29",993,42,4220,0
"11658",11658,3136,6,16,199,208,144,"2","1","29",2912,661,3628,-54
"11659",11659,3172,212,3,217,242,162,"2","1","29",1216,510,5662,64
"11660",11660,2950,265,3,213,240,166,"5","1","23",2282,30,4724,-1
"11661",11661,2956,270,2,213,240,165,"5","1","29",2250,90,4784,14
"11662",11662,3102,321,9,197,231,174,"1","1","29",644,67,5240,-2
"11663",11663,2925,49,13,225,211,117,"2","1","29",2706,309,3319,38
"11664",11664,3228,11,18,198,200,136,"1","1","30",3034,395,3694,37
"11665",11665,2953,117,7,233,233,132,"1","1","29",2064,108,5312,7
"11666",11666,3112,86,21,245,200,75,"2","1","30",60,175,5121,14
"11667",11667,2951,339,6,207,232,163,"2","1","29",2520,283,3573,40
"11668",11668,3091,52,9,225,221,130,"2","1","29",42,120,5089,-6
"11669",11669,2584,28,13,215,212,131,"2","1","9",1338,182,900,40
"11670",11670,2984,55,13,228,211,113,"2","1","29",1896,268,4116,39
"11671",11671,3058,319,9,197,232,175,"1","1","29",895,153,4779,25
"11672",11672,3155,62,8,227,223,130,"1","1","29",361,210,5444,55
"11673",11673,2976,42,7,221,225,138,"1","1","29",2554,240,5014,22
"11674",11674,3111,342,6,208,231,162,"1","1","29",335,134,5235,25
"11675",11675,2961,83,10,235,222,119,"1","1","23",2452,30,5226,7
"11676",11676,3087,249,14,188,250,199,"2","1","29",1480,674,6250,109
"11677",11677,2991,171,8,226,244,151,"2","1","30",2256,210,4198,39
"11678",11678,3267,86,7,231,228,130,"1","1","40",3989,283,3068,62
"11679",11679,2917,50,16,225,205,109,"2","1","29",2912,182,3573,41
"11680",11680,3064,150,22,242,233,108,"2","1","29",3055,90,4685,9
"11681",11681,2989,217,12,207,251,179,"1","1","29",1889,124,4564,22
"11682",11682,3091,27,2,218,234,153,"1","1","29",1134,162,5193,7
"11683",11683,3095,18,2,217,234,154,"1","1","29",1200,228,5187,11
"11684",11684,3161,90,1,221,236,151,"1","1","29",751,170,5708,19
"11685",11685,2946,153,14,236,240,131,"2","1","19",2438,30,4013,5
"11686",11686,2980,61,5,224,229,141,"1","1","23",2335,0,5484,0
"11687",11687,3095,357,8,207,226,156,"1","1","20",1087,85,5420,0
"11688",11688,2972,55,9,226,221,128,"1","1","19",2301,30,5489,5
"11689",11689,3117,92,11,237,223,116,"1","1","29",1047,212,5598,22
"11690",11690,2875,63,12,230,215,116,"2","1","29",2324,323,2039,43
"11691",11691,3071,80,12,236,219,113,"1","1","29",1579,509,5001,55
"11692",11692,3162,8,29,175,171,122,"1","1","29",1071,499,5835,66
"11693",11693,2843,35,10,219,218,134,"2","1","20",2514,0,1784,0
"11694",11694,3055,230,18,190,253,197,"2","1","30",1913,319,5708,43
"11695",11695,2954,250,10,198,248,188,"2","1","29",2353,240,2881,78
"11696",11696,2795,37,5,220,229,145,"1","1","29",2523,190,1153,2
"11697",11697,2991,267,4,209,241,170,"2","1","29",2160,371,2753,108
"11698",11698,2936,63,7,227,225,132,"1","1","29",2138,67,2226,1
"11699",11699,2912,28,17,211,202,123,"2","1","29",2177,95,1966,6
"11700",11700,3016,20,6,216,228,149,"1","1","23",2479,30,5155,1
"11701",11701,2763,50,11,225,216,124,"2","1","29",2727,516,787,-21
"11702",11702,2943,357,18,189,205,151,"2","1","29",2101,85,2037,20
"11703",11703,2847,62,9,228,221,125,"2","1","29",2378,150,1265,7
"11704",11704,3258,338,8,204,229,165,"2","1","29",1613,900,6406,114
"11705",11705,3081,133,8,233,236,135,"2","1","29",2007,134,5081,2
"11706",11706,2988,336,9,199,227,167,"2","1","29",2017,150,3132,36
"11707",11707,3214,63,6,226,227,135,"1","1","29",1816,443,5885,66
"11708",11708,2972,342,8,205,229,163,"2","1","23",2054,0,3337,0
"11709",11709,2970,146,2,221,238,153,"2","1","29",1712,0,2433,0
"11710",11710,3049,86,15,240,215,101,"2","1","29",2620,190,4351,10
"11711",11711,2939,79,4,224,233,144,"2","1","29",1672,30,2071,-1
"11712",11712,3135,63,8,227,224,131,"1","1","23",2145,0,5370,0
"11713",11713,3242,47,12,224,214,122,"2","1","29",2046,481,5970,94
"11714",11714,3186,36,16,217,202,116,"1","1","29",3261,607,4370,48
"11715",11715,2747,110,8,234,231,129,"1","1","29",2232,60,671,-8
"11716",11716,3199,70,19,237,198,85,"1","1","29",3316,569,4307,124
"11717",11717,3072,346,4,212,233,159,"1","1","23",2568,242,5218,5
"11718",11718,3086,117,7,232,234,135,"1","1","29",3104,95,4545,11
"11719",11719,2978,64,10,230,219,122,"1","1","29",1296,153,2240,-29
"11720",11720,3162,131,9,235,235,131,"2","1","29",2596,277,5143,23
"11721",11721,3225,8,11,207,218,147,"2","1","29",2554,484,5568,77
"11722",11722,2794,296,17,169,232,202,"1","1","30",2039,60,782,12
"11723",11723,3006,137,11,237,236,128,"2","1","29",1026,234,2155,0
"11724",11724,2850,47,20,222,191,95,"2","1","24",2403,481,497,177
"11725",11725,3314,50,4,222,231,145,"1","1","40",4036,573,3586,53
"11726",11726,3139,44,15,222,205,114,"1","1","30",2980,376,4986,76
"11727",11727,3155,2,6,212,229,154,"1","1","23",2723,30,4972,3
"11728",11728,2759,80,22,243,195,71,"5","1","24",2505,295,309,71
"11729",11729,3029,76,9,231,224,126,"2","1","29",849,301,2343,21
"11730",11730,3277,72,3,223,233,146,"2","1","29",2836,595,5872,86
"11731",11731,3041,31,6,219,228,145,"2","1","29",810,331,2467,33
"11732",11732,2892,343,11,197,223,164,"2","1","12",2184,395,732,110
"11733",11733,3123,48,7,223,224,136,"1","1","22",3103,190,5180,39
"11734",11734,2752,60,17,231,202,99,"5","1","29",2315,360,390,77
"11735",11735,2844,58,18,230,198,94,"5","1","24",2455,573,601,170
"11736",11736,2752,56,23,228,185,79,"5","1","29",2177,285,306,89
"11737",11737,2722,61,11,229,218,121,"5","1","29",2032,170,175,45
"11738",11738,3135,45,1,219,235,153,"2","1","23",1632,95,4055,0
"11739",11739,2896,88,8,232,227,128,"2","1","29",1518,30,1379,5
"11740",11740,2861,64,21,234,192,81,"5","1","24",2416,589,612,187
"11741",11741,2805,63,19,233,196,87,"5","1","29",2254,418,437,137
"11742",11742,2735,61,12,230,215,117,"5","1","29",2069,234,242,62
"11743",11743,2866,66,21,235,193,79,"5","1","24",2403,598,618,191
"11744",11744,2866,79,27,243,180,49,"5","1","24",2340,541,618,-61
"11745",11745,2734,57,18,229,200,97,"5","1","29",1959,218,228,55
"11746",11746,3154,72,6,227,228,136,"2","1","29",1978,351,4471,18
"11747",11747,2925,107,5,229,234,139,"1","1","29",1245,67,1657,9
"11748",11748,2795,46,26,218,174,76,"5","1","29",2081,371,379,118
"11749",11749,2722,54,20,228,193,90,"5","1","29",1892,175,190,42
"11750",11750,2714,55,18,229,199,97,"5","1","29",1865,150,162,35
"11751",11751,3041,30,4,218,231,149,"1","1","22",404,67,2911,2
"11752",11752,2776,53,29,221,163,56,"5","1","29",2014,323,335,105
"11753",11753,2852,49,14,225,209,115,"2","1","24",2251,459,598,-75
"11754",11754,2767,47,23,221,183,84,"5","1","29",1947,283,295,93
"11755",11755,2759,53,24,226,182,77,"5","1","29",1919,256,268,79
"11756",11756,3142,90,2,222,236,150,"1","1","23",1638,85,4184,5
"11757",11757,2712,55,17,228,203,102,"5","1","29",1771,150,170,45
"11758",11758,2760,60,25,231,180,68,"5","1","29",1867,258,277,81
"11759",11759,2793,57,26,227,175,64,"5","1","29",1911,324,342,114
"11760",11760,3240,67,20,236,197,85,"1","1","29",3094,524,4860,136
"11761",11761,3095,173,10,226,245,150,"1","1","29",967,285,3613,2
"11762",11762,3203,70,6,227,228,135,"2","1","29",2920,404,5807,15
"11763",11763,2722,69,29,235,169,45,"5","1","29",1633,120,150,53
"11764",11764,2968,308,14,181,230,189,"1","1","29",1110,108,1944,24
"11765",11765,2729,66,32,232,159,35,"5","1","29",1622,124,153,59
"11766",11766,3059,34,3,219,232,149,"1","1","22",395,228,3185,10
"11767",11767,3006,156,11,233,241,138,"1","1","29",636,170,2362,34
"11768",11768,2759,55,32,221,155,43,"5","1","29",1595,162,182,76
"11769",11769,2727,61,27,230,172,57,"5","1","29",1537,108,124,48
"11770",11770,2970,39,6,221,226,141,"1","1","22",1776,295,1477,-18
"11771",11771,2790,57,25,228,180,71,"5","1","29",1608,210,228,107
"11772",11772,2764,65,34,229,150,25,"5","1","29",1550,150,175,81
"11773",11773,3215,270,7,203,242,179,"1","1","22",2639,564,5968,67
"11774",11774,3020,280,11,191,241,190,"1","1","22",216,408,2821,14
"11775",11775,2931,60,5,224,229,140,"2","1","23",2249,30,866,3
"11776",11776,2809,64,23,234,187,73,"5","1","29",1630,240,268,126
"11777",11777,3074,239,1,216,240,161,"1","1","22",488,404,3303,19
"11778",11778,3036,51,12,226,214,120,"1","1","22",335,424,3055,25
"11779",11779,2758,81,33,242,161,21,"5","1","29",1455,124,150,85
"11780",11780,3248,33,7,219,226,143,"1","1","22",2856,371,4282,69
"11781",11781,3093,0,4,214,232,156,"1","1","22",1159,30,3963,2
"11782",11782,3094,354,10,204,223,157,"1","1","29",1033,150,3848,8
"11783",11783,3110,357,15,194,211,153,"1","1","29",890,306,3711,33
"11784",11784,2784,89,31,248,172,28,"5","1","29",1440,90,190,0
"11785",11785,3013,210,4,217,243,163,"1","1","29",646,30,2993,0
"11786",11786,3120,319,15,181,226,184,"1","1","29",1209,150,4070,22
"11787",11787,3049,321,3,211,236,164,"1","1","23",1409,192,2106,27
"11788",11788,3194,243,1,216,239,160,"2","1","23",2165,362,5923,26
"11789",11789,3046,100,9,236,227,122,"1","1","29",485,30,3449,2
"11790",11790,3028,57,11,228,216,120,"1","1","29",391,60,3376,0
"11791",11791,2979,110,13,242,226,111,"1","1","23",1959,30,1529,3
"11792",11792,3006,327,10,196,229,173,"1","1","23",752,30,2767,3
"11793",11793,2766,81,23,244,194,68,"5","1","29",1332,153,175,72
"11794",11794,2755,84,22,245,196,70,"5","1","29",1302,124,150,61
"11795",11795,3057,151,5,226,240,148,"2","1","20",446,0,3618,0
"11796",11796,3228,117,5,229,235,139,"1","1","22",2041,175,4680,10
"11797",11797,3044,281,8,199,241,182,"1","1","29",920,242,2571,56
"11798",11798,3221,90,4,226,233,143,"1","1","22",1978,120,4752,9
"11799",11799,3192,45,1,219,235,153,"1","1","19",2210,576,5315,9
"11800",11800,2749,60,29,228,166,51,"5","1","29",1282,134,150,63
"11801",11801,3040,297,9,195,237,182,"1","1","29",866,242,2620,40
"11802",11802,3013,49,10,224,218,127,"2","1","23",1812,30,1698,-1
"11803",11803,2746,50,24,222,180,79,"5","1","29",1265,127,150,50
"11804",11804,3133,354,25,169,187,149,"1","1","23",1481,90,4651,38
"11805",11805,3027,315,12,188,230,182,"1","1","23",655,67,2831,12
"11806",11806,2860,53,20,226,194,93,"2","1","29",1499,342,362,179
"11807",11807,3202,292,4,207,239,170,"2","1","22",1774,258,5955,16
"11808",11808,2793,68,29,235,169,45,"5","1","29",1356,228,242,97
"11809",11809,2833,83,23,245,192,64,"5","1","30",1423,295,309,137
"11810",11810,2787,59,23,230,184,75,"5","1","29",1342,216,228,96
"11811",11811,2778,55,21,227,190,86,"5","1","29",1315,192,201,96
"11812",11812,3172,180,1,219,239,157,"1","1","29",992,319,4326,10
"11813",11813,3073,87,16,242,212,96,"1","1","30",1290,108,2239,13
"11814",11814,2790,62,20,233,195,86,"5","1","29",1343,228,234,97
"11815",11815,2973,45,12,223,213,122,"2","1","29",2006,382,872,64
"11816",11816,2971,64,11,230,217,118,"2","1","29",1989,424,860,62
"11817",11817,3215,294,10,191,238,187,"1","1","22",1878,458,5393,-8
"11818",11818,2814,56,21,229,191,85,"5","1","29",1416,256,268,161
"11819",11819,2727,77,50,221,99,0,"5","1","30",1296,108,124,73
"11820",11820,2813,61,22,232,188,77,"5","1","30",1429,256,268,163
"11821",11821,2734,76,49,222,102,0,"5","1","30",1316,124,134,72
"11822",11822,3050,330,8,202,231,168,"1","1","23",1608,247,2053,0
"11823",11823,2834,63,29,231,169,51,"5","1","30",1471,295,309,184
"11824",11824,2821,55,24,226,180,74,"5","1","30",1448,268,283,166
"11825",11825,3109,133,23,249,221,86,"2","1","30",792,270,4265,35
"11826",11826,2830,23,18,206,198,123,"5","1","30",1464,258,268,168
"11827",11827,3039,49,5,222,229,142,"1","1","23",379,30,3700,0
"11828",11828,2993,46,13,224,211,119,"2","1","29",2255,577,1138,41
"11829",11829,2867,80,35,241,156,14,"5","1","30",1530,201,295,66
"11830",11830,3127,153,11,233,241,138,"1","1","23",1100,127,4566,-17
"11831",11831,3156,148,16,239,237,123,"1","1","30",1316,162,4784,0
"11832",11832,2779,57,30,225,164,52,"5","1","30",1514,0,201,0
"11833",11833,3309,61,21,232,191,82,"1","1","40",1632,42,3944,10
"11834",11834,2823,56,23,228,186,80,"5","1","30",1590,30,295,-6
"11835",11835,3032,10,7,213,227,151,"2","1","29",2455,566,1315,52
"11836",11836,2748,66,32,231,159,35,"5","1","30",1530,124,134,-15
"11837",11837,3307,90,16,243,213,96,"1","1","29",1231,234,4331,73
"11838",11838,3238,135,9,235,236,133,"1","1","22",1332,402,5563,25
"11839",11839,2932,74,15,237,209,99,"2","1","29",1879,0,592,0
"11840",11840,2908,54,16,228,204,105,"2","1","29",1824,0,513,0
"11841",11841,3163,30,11,216,215,133,"1","1","29",1256,247,2871,27
"11842",11842,3156,39,10,221,218,131,"1","1","23",1302,240,2817,20
"11843",11843,3157,43,12,222,213,124,"1","1","29",1664,270,2553,57
"11844",11844,2763,75,31,240,165,32,"5","1","30",1777,192,212,110
"11845",11845,2914,76,16,238,209,97,"2","1","29",1981,212,552,-25
"11846",11846,2800,72,26,239,181,57,"5","1","30",1828,258,277,138
"11847",11847,2713,80,29,243,174,40,"5","1","30",1774,120,150,63
"11848",11848,3195,353,6,210,230,158,"2","1","29",1321,240,3072,-18
"11849",11849,3097,300,14,180,234,194,"1","1","22",1383,67,4663,14
"11850",11850,3036,53,5,223,229,142,"2","1","29",2634,319,1410,8
"11851",11851,3166,305,13,182,232,190,"1","1","22",1291,309,4463,90
"11852",11852,2692,82,24,244,189,60,"5","1","30",1871,90,108,48
"11853",11853,3248,315,4,210,236,165,"1","1","38",553,108,5532,2
"11854",11854,3022,74,7,229,227,132,"2","1","29",2525,124,1253,9
"11855",11855,3054,42,6,221,227,142,"1","1","29",2751,351,1664,11
"11856",11856,3142,313,13,186,230,184,"1","1","23",1283,42,3716,0
"11857",11857,2804,73,32,237,161,30,"5","1","30",2068,210,323,-114
"11858",11858,3073,50,16,225,203,107,"2","1","29",2818,210,1736,21
"11859",11859,3195,225,1,217,239,159,"1","1","19",1003,0,5499,0
"11860",11860,3168,304,14,180,232,192,"1","1","22",1154,201,4670,25
"11861",11861,2912,55,18,228,198,96,"2","1","29",2329,0,543,0
"11862",11862,3291,349,5,211,232,159,"2","1","22",511,270,5670,26
"11863",11863,2724,94,27,250,189,50,"5","1","30",2324,124,150,76
"11864",11864,3255,107,5,229,234,139,"1","1","22",323,90,6335,3
"11865",11865,3275,75,7,229,226,130,"1","1","38",212,42,5313,1
"11866",11866,2986,326,14,183,223,179,"2","1","29",2647,95,720,20
"11867",11867,2710,99,32,252,178,29,"5","1","30",2530,120,120,66
"11868",11868,2867,95,30,251,181,36,"5","1","30",2613,242,360,107
"11869",11869,3199,53,5,223,229,142,"1","1","23",2588,127,2523,-15
"11870",11870,2707,89,33,248,168,22,"5","1","30",2589,108,120,58
"11871",11871,3224,275,8,198,242,184,"1","1","23",618,134,4937,19
"11872",11872,3242,238,4,212,244,170,"1","1","23",671,277,4804,28
"11873",11873,2764,101,32,253,180,29,"5","1","30",2552,120,190,62
"11874",11874,2591,146,11,235,239,134,"5","3","20",1507,30,708,-3
"11875",11875,3199,99,3,224,235,146,"1","1","22",2674,95,2490,-15
"11876",11876,2936,103,17,246,216,93,"2","1","29",2555,120,511,-8
"11877",11877,2722,102,33,253,179,26,"5","1","30",2520,67,124,20
"11878",11878,3229,228,6,211,246,172,"1","1","22",497,108,4954,15
"11879",11879,3224,153,2,222,239,153,"2","1","29",732,216,4615,-5
"11880",11880,2680,18,17,205,202,130,"2","3","33",1838,85,1284,5
"11881",11881,2746,67,31,232,161,37,"5","1","30",2340,85,153,-19
"11882",11882,2806,70,35,233,151,21,"5","1","30",2313,90,247,-38
"11883",11883,3268,269,9,196,244,187,"1","1","38",297,60,6133,8
"11884",11884,2730,355,19,186,204,153,"2","3","33",2012,85,1448,13
"11885",11885,3235,333,6,205,232,165,"1","1","39",731,108,4596,5
"11886",11886,3225,84,9,233,225,125,"1","1","29",2888,85,2415,11
"11887",11887,3297,198,1,218,239,157,"1","1","22",351,201,6199,24
"11888",11888,3280,160,14,233,242,136,"7","1","29",2108,301,3194,56
"11889",11889,3217,103,9,235,229,125,"2","1","29",2946,42,2359,7
"11890",11890,3207,90,9,233,227,125,"7","1","29",2888,240,2067,0
"11891",11891,2767,82,31,244,169,30,"5","1","30",2130,180,182,109
"11892",11892,3213,120,8,234,234,132,"7","1","29",2886,212,2101,6
"11893",11893,2904,92,30,250,179,35,"5","1","30",2114,270,395,4
"11894",11894,3249,344,8,205,228,162,"1","1","39",1114,210,4188,21
"11895",11895,3261,162,15,233,243,136,"7","1","29",2072,218,3234,37
"11896",11896,3244,177,15,226,247,150,"7","1","29",2462,180,2847,26
"11897",11897,2887,87,30,247,175,35,"5","1","30",2081,300,371,-12
"11898",11898,2904,88,28,248,182,43,"5","1","30",2054,330,408,4
"11899",11899,2834,75,31,239,166,35,"5","1","30",2044,285,295,176
"11900",11900,3291,118,4,226,236,145,"1","1","22",658,108,5778,23
"11901",11901,3228,180,14,224,248,152,"7","1","29",2520,120,2796,16
"11902",11902,2791,72,30,238,167,38,"5","1","30",2010,216,234,142
"11903",11903,2774,72,31,237,165,37,"5","1","30",2010,192,212,120
"11904",11904,3309,14,7,213,225,149,"1","1","40",1410,390,3900,81
"11905",11905,3233,218,11,207,251,179,"7","1","29",2640,108,2683,34
"11906",11906,2873,94,27,250,189,49,"5","1","30",1988,362,376,215
"11907",11907,2744,332,14,188,222,173,"2","3","33",2075,120,1188,33
"11908",11908,3193,127,20,249,222,92,"7","1","29",2880,30,2454,-16
"11909",11909,2812,89,26,248,188,53,"5","1","30",1951,277,297,158
"11910",11910,3068,74,10,232,222,122,"2","1","29",2218,190,1283,28
"11911",11911,2917,87,26,247,186,51,"5","1","30",1939,424,484,-79
"11912",11912,3327,13,27,183,173,116,"1","1","38",430,391,5213,71
"11913",11913,3217,18,4,217,231,152,"7","1","38",2312,0,3024,0
"11914",11914,2825,92,25,249,192,56,"5","1","30",1892,339,361,164
"11915",11915,3226,114,3,224,236,147,"7","1","38",2103,30,3236,2
"11916",11916,3200,116,12,241,228,115,"7","1","29",2463,0,2883,0
"11917",11917,3176,129,16,245,228,107,"7","1","29",2882,67,2474,-32
